Customer ID,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing
5337-IIWKZ,Q3,Yes,2,34,Offer C,No,0,No,Yes,DSL,76,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes
9650-VBUOG,Q3,Yes,9,38,Offer C,Yes,33.1,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
3487-EARAT,Q3,Yes,7,70,None,Yes,19.1,No,Yes,DSL,21,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No
2672-TGEFF,Q3,Yes,3,37,Offer C,Yes,1.08,Yes,Yes,Fiber Optic,16,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes
8184-WMOFI,Q3,No,0,62,None,Yes,14.05,No,Yes,DSL,25,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No
6092-QZVPP,Q3,No,0,36,Offer C,Yes,42.51,No,Yes,Cable,52,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes
4625-LAMOB,Q3,No,0,44,None,Yes,1.4,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
0392-BZIUW,Q3,Yes,7,72,None,Yes,6.58,Yes,Yes,Fiber Optic,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes
6549-NNDYT,Q3,No,0,13,None,No,0,No,Yes,Cable,7,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes
0422-OHQHQ,Q3,Yes,7,15,None,Yes,34.63,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No
6916-HIJSE,Q3,No,0,65,None,Yes,41.74,No,Yes,Cable,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
2316-ESMLS,Q3,Yes,7,12,None,No,0,No,Yes,DSL,27,Yes,No,No,Yes,No,No,No,Yes,One Year,No
9778-OGKQZ,Q3,Yes,8,72,None,Yes,5.32,Yes,Yes,DSL,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes
7408-OFWXJ,Q3,Yes,3,72,None,Yes,44.92,Yes,Yes,DSL,69,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No
6007-TCTST,Q3,Yes,9,72,None,Yes,12.29,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
2252-NKNSI,Q3,No,0,52,None,Yes,32.02,Yes,Yes,DSL,28,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
8713-IGZSO,Q3,No,0,2,Offer E,Yes,40.25,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
7905-TVXTA,Q3,No,0,5,Offer E,Yes,8.32,No,Yes,DSL,22,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes
7695-PKLCZ,Q3,No,0,68,None,Yes,48.41,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
8374-UULRV,Q3,No,0,72,None,Yes,48.36,Yes,Yes,DSL,71,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,No
3224-DFQNQ,Q3,Yes,10,66,None,Yes,37.38,Yes,Yes,Fiber Optic,8,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No
5275-PMFUT,Q3,Yes,9,72,None,No,0,No,Yes,DSL,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
4795-UXVCJ,Q3,No,0,26,Offer C,Yes,45.7,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No
9777-IQHWP,Q3,Yes,2,64,None,Yes,30.82,Yes,Yes,Fiber Optic,11,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,No
0979-MOZQI,Q3,Yes,6,62,None,No,0,No,Yes,Cable,4,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes
2732-ISEZX,Q3,No,0,5,None,Yes,24.61,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes
0323-XWWTN,Q3,No,0,3,None,Yes,33.87,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes
1937-OTUKY,Q3,Yes,1,72,None,Yes,25.48,Yes,Yes,Fiber Optic,3,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes
1573-LGXBA,Q3,Yes,1,57,None,Yes,4.18,No,Yes,Fiber Optic,73,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes
1764-VUUMT,Q3,No,0,66,None,Yes,37.94,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
4713-ZBURT,Q3,No,0,45,None,Yes,23.54,Yes,Yes,Fiber Optic,12,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No
3050-GBUSH,Q3,No,0,3,None,No,0,No,Yes,DSL,46,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes
7876-AEHIG,Q3,No,0,51,None,No,0,No,Yes,DSL,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No
7945-HLKEA,Q3,No,0,60,None,Yes,37.95,Yes,Yes,DSL,27,Yes,No,Yes,Yes,No,No,No,No,One Year,No
9342-VNIMQ,Q3,No,0,33,Offer C,Yes,5.91,Yes,Yes,DSL,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes
3199-NPKCN,Q3,Yes,1,67,None,Yes,35.03,Yes,Yes,Fiber Optic,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes
5170-PTRKA,Q3,Yes,1,49,None,No,0,No,Yes,Cable,82,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes
4661-NJEUX,Q3,No,0,1,None,Yes,3.23,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes
0048-LUMLS,Q3,Yes,1,37,Offer C,Yes,43.01,No,Yes,Fiber Optic,51,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No
5898-IGSLP,Q3,Yes,1,31,Offer C,Yes,20.76,Yes,Yes,Fiber Optic,57,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No
7997-EASSD,Q3,Yes,1,63,Offer B,Yes,38.85,Yes,Yes,Fiber Optic,27,No,No,No,Yes,No,No,No,Yes,One Year,Yes
0730-KOAVE,Q3,No,0,30,Offer C,Yes,41.66,Yes,Yes,Fiber Optic,28,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes
8975-SKGRX,Q3,Yes,1,71,None,Yes,33.83,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes
0678-RLHVP,Q3,No,0,53,Offer B,Yes,12.92,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No
2267-FPIMA,Q3,Yes,1,50,Offer B,Yes,17.58,Yes,Yes,Fiber Optic,47,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes
1051-GEJLJ,Q3,No,0,2,None,Yes,27.17,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
5285-MVEHD,Q3,Yes,1,56,Offer B,Yes,34.1,No,Yes,Fiber Optic,13,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes
0379-DJQHR,Q3,Yes,1,67,None,Yes,45.25,No,Yes,DSL,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No
5543-QDCRY,Q3,No,0,4,None,Yes,20.76,No,Yes,DSL,30,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes
0297-RBCSG,Q3,No,0,19,None,Yes,41.79,No,Yes,DSL,6,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes
4694-PHWFW,Q3,No,0,8,None,Yes,45.87,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
0835-JKADZ,Q3,No,0,71,None,Yes,41.92,Yes,Yes,Fiber Optic,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
3865-YIOTT,Q3,Yes,1,72,None,Yes,11.67,Yes,Yes,Fiber Optic,26,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes
5993-BQHEA,Q3,No,0,12,None,Yes,16.59,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No
6024-RUGGH,Q3,Yes,1,72,None,Yes,28.06,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes
4079-WWQQQ,Q3,No,0,72,None,No,0,No,Yes,Cable,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
6103-BOCOU,Q3,No,0,26,Offer C,Yes,20.64,Yes,Yes,Fiber Optic,22,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes
5149-TGWDZ,Q3,No,0,21,None,Yes,36.31,No,Yes,Fiber Optic,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes
7471-WNSUF,Q3,Yes,1,60,Offer B,Yes,16.42,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No
8942-DBMHZ,Q3,No,0,12,None,Yes,41.11,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
4301-VVZKA,Q3,Yes,1,16,None,Yes,25.83,Yes,Yes,Fiber Optic,46,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
9199-PWQVC,Q3,Yes,1,63,Offer B,Yes,49.08,Yes,Yes,Cable,24,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes
5393-HJZSM,Q3,Yes,1,32,Offer C,Yes,32.43,No,Yes,Cable,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No
0862-PRCBS,Q3,Yes,6,68,None,Yes,16.09,Yes,Yes,Fiber Optic,53,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
8812-ZRHFP,Q3,No,0,30,Offer C,Yes,48.43,No,Yes,Fiber Optic,58,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No
5146-CBVOE,Q3,No,0,16,None,Yes,38.02,No,Yes,Fiber Optic,25,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No
0454-OKRCT,Q3,No,0,33,Offer C,Yes,34.85,No,Yes,Fiber Optic,27,No,Yes,No,Yes,No,No,No,Yes,Two Year,No
5787-KXGIY,Q3,Yes,3,72,None,Yes,2.61,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
4198-VFOEA,Q3,No,0,12,None,No,0,No,Yes,DSL,19,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes
5709-LVOEQ,Q3,Yes,8,10,None,Yes,31.09,No,Yes,DSL,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No
2692-AQCPF,Q3,Yes,6,65,Offer B,Yes,41.34,Yes,Yes,Fiber Optic,15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes
0347-UBKUZ,Q3,No,0,15,None,Yes,2.74,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
0835-DUUIQ,Q3,No,0,24,None,Yes,47.31,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No
0811-GSDTP,Q3,No,0,13,None,No,0,No,Yes,Cable,19,No,Yes,No,No,No,No,No,No,Month-to-Month,No
7567-ECMCM,Q3,No,0,24,None,Yes,35.3,No,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes
6115-ZTBFQ,Q3,Yes,6,72,None,No,0,No,Yes,DSL,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No
6353-BRMMA,Q3,Yes,3,54,Offer B,Yes,42.35,Yes,Yes,Fiber Optic,76,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes
6231-WFGFH,Q3,Yes,4,4,None,Yes,3.63,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes
6169-PPETC,Q3,Yes,8,35,None,Yes,47.33,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
8584-KMVXD,Q3,No,0,8,Offer E,Yes,11.2,No,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,No,Month-to-Month,No
8467-WYNSR,Q3,No,0,22,None,Yes,37.11,No,Yes,DSL,15,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No
0851-DFJKB,Q3,No,0,15,None,Yes,30.54,No,Yes,DSL,11,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No
5382-SOYZL,Q3,No,0,22,None,Yes,11.15,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes
3261-CQXOL,Q3,No,0,71,Offer A,Yes,4.15,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
8388-FYNPZ,Q3,No,0,4,Offer E,Yes,34.69,No,Yes,DSL,47,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No
4002-BQWPQ,Q3,No,0,25,None,Yes,25.2,Yes,Yes,Cable,23,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No
5651-YLPRD,Q3,Yes,7,32,None,Yes,26.66,No,Yes,Fiber Optic,57,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes
4378-BZYFP,Q3,No,0,17,None,Yes,42.66,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes
7764-BDPEE,Q3,No,0,3,None,Yes,19.58,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
3429-IFLEM,Q3,No,0,71,Offer A,Yes,18.2,No,Yes,DSL,28,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No
5002-GCQFH,Q3,Yes,1,49,Offer B,Yes,47.17,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes
0556-FJEGU,Q3,No,0,58,Offer B,Yes,47.47,No,Yes,DSL,69,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No
0604-THJFP,Q3,Yes,4,59,Offer B,Yes,8.28,No,Yes,DSL,22,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
5879-SESNB,Q3,No,0,11,Offer D,Yes,33.79,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No
6461-PPAXN,Q3,Yes,5,35,None,Yes,42.18,No,Yes,Cable,59,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes
3318-ISQFQ,Q3,No,0,20,Offer D,Yes,10.97,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes
1106-HRLKZ,Q3,Yes,9,40,Offer B,Yes,22.96,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
2483-XSSMZ,Q3,No,0,39,None,Yes,25.33,No,Yes,DSL,82,Yes,No,No,No,No,No,No,No,One Year,Yes
8165-ZJRNM,Q3,Yes,7,72,Offer A,Yes,21.14,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
2604-XVDAM,Q3,No,0,12,Offer D,Yes,6.56,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No
3717-OFRTN,Q3,No,0,1,Offer E,Yes,5.32,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
9046-JBFWA,Q3,No,0,27,None,Yes,30.36,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
3280-NMUVX,Q3,Yes,7,34,None,Yes,26.03,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No
1206-EHBDD,Q3,Yes,9,56,Offer B,Yes,4.24,No,Yes,Fiber Optic,15,Yes,No,Yes,No,No,No,No,Yes,Two Year,No
8361-LBRDI,Q3,No,0,58,Offer B,Yes,38.62,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
4883-KCPZJ,Q3,Yes,9,22,Offer D,Yes,25.98,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
9108-EQPNQ,Q3,Yes,10,10,Offer D,Yes,18.57,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
7277-KAMWT,Q3,No,0,13,Offer D,Yes,1.61,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
2545-LXYVJ,Q3,Yes,1,72,Offer A,Yes,21.72,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
3234-VKACU,Q3,No,0,2,None,Yes,23.52,No,Yes,DSL,48,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No
8120-JDCAM,Q3,Yes,1,4,None,Yes,37.23,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
8917-FAEMR,Q3,No,0,37,None,Yes,26.49,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
7047-YXDMZ,Q3,No,0,21,Offer D,Yes,34.39,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
0929-HYQEW,Q3,No,0,3,None,Yes,17.42,No,Yes,DSL,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes
6614-YOLAC,Q3,Yes,3,71,Offer A,No,0,No,Yes,Cable,8,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No
7426-RHZGU,Q3,No,0,9,None,Yes,30.8,No,Yes,Fiber Optic,3,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes
4065-JJAVA,Q3,No,0,1,None,Yes,16.99,No,Yes,DSL,8,No,Yes,No,No,No,No,No,No,Month-to-Month,No
7649-SIJJF,Q3,Yes,5,71,Offer A,Yes,10.97,Yes,Yes,DSL,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes
9361-YNQWJ,Q3,No,0,64,Offer B,Yes,15.93,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes
3748-FVMZZ,Q3,No,0,4,None,No,0,No,Yes,DSL,13,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes
9391-TTOYH,Q3,No,0,23,Offer D,Yes,13.98,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes
1452-XRSJV,Q3,Yes,3,39,None,Yes,15.06,No,Yes,DSL,11,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No
3422-WJOYD,Q3,Yes,1,28,None,Yes,33.63,No,Yes,DSL,48,Yes,No,No,Yes,No,No,No,No,One Year,No
7147-AYBAA,Q3,No,0,37,None,Yes,28.84,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
6732-FZUGP,Q3,No,0,47,Offer B,Yes,40.25,Yes,Yes,Fiber Optic,69,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No
8329-GWVPJ,Q3,Yes,8,50,Offer B,Yes,10.21,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
1352-VHKAJ,Q3,Yes,1,27,None,Yes,13.55,Yes,Yes,Cable,59,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No
2632-TACXW,Q3,Yes,4,62,None,Yes,8.91,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
8146-QQKZH,Q3,Yes,4,71,Offer A,Yes,6.23,No,Yes,DSL,58,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No
1767-CJKBA,Q3,No,0,66,Offer A,Yes,49.13,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
6445-TNRXS,Q3,Yes,5,68,Offer A,Yes,32.59,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
4581-LNWUM,Q3,No,0,13,Offer D,No,0,No,Yes,DSL,27,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No
4869-EPIUS,Q3,Yes,3,56,None,Yes,46.18,No,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes
1915-OAKWD,Q3,No,0,16,Offer D,Yes,44.05,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes
7296-PIXQY,Q3,No,0,14,Offer D,Yes,23,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No
3354-OADJP,Q3,No,0,8,None,Yes,42.78,No,Yes,DSL,27,Yes,No,No,Yes,No,No,No,Yes,One Year,No
3524-WQDSG,Q3,Yes,8,43,None,Yes,5.25,Yes,Yes,Fiber Optic,59,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes
0810-DHDBD,Q3,No,0,52,None,Yes,21.38,Yes,Yes,Cable,21,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No
4026-SKKHW,Q3,No,0,3,None,Yes,28.19,No,Yes,Cable,21,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes
2829-HYVZP,Q3,No,0,29,None,Yes,46.12,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes
3845-JHAMY,Q3,Yes,1,16,Offer D,No,0,No,Yes,Cable,53,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes
7013-PSXHK,Q3,No,0,40,None,Yes,33.83,Yes,Yes,DSL,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes
3486-NPGST,Q3,No,0,36,None,Yes,41.33,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No
6100-FJZDG,Q3,Yes,10,26,None,Yes,45.28,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes
1730-VFMWO,Q3,Yes,6,34,None,Yes,40.67,No,Yes,DSL,7,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No
7143-BQIBA,Q3,No,0,10,Offer D,Yes,7.65,No,Yes,DSL,17,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No
3800-LYTRK,Q3,No,0,14,None,Yes,27.68,No,Yes,DSL,26,Yes,No,No,Yes,No,No,No,No,One Year,No
9646-NMHXE,Q3,Yes,7,47,None,Yes,6.54,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
7030-NJVDP,Q3,Yes,2,24,None,Yes,10.23,No,Yes,Fiber Optic,8,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes
7771-ZONAT,Q3,No,0,22,None,No,0,No,Yes,DSL,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No
2111-DWYHN,Q3,No,0,1,None,Yes,18.81,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
4194-WHFCB,Q3,Yes,2,59,None,Yes,48.07,Yes,Yes,Fiber Optic,53,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes
4121-AGSIN,Q3,Yes,9,58,None,Yes,36.45,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes
0455-XFASS,Q3,Yes,3,3,None,Yes,1.67,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
0301-KOBTQ,Q3,No,0,32,None,Yes,14.91,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes
4367-NUYAO,Q3,Yes,5,10,None,Yes,22.83,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
9170-ARBTB,Q3,No,0,52,None,Yes,8.25,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No
7241-AJHFS,Q3,No,0,32,None,Yes,6.2,Yes,Yes,Fiber Optic,25,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No
4546-FOKWR,Q3,No,0,16,None,Yes,13.04,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
9036-CSKBW,Q3,No,0,51,None,Yes,7.54,Yes,Yes,Fiber Optic,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No
5832-TRLPB,Q3,No,0,29,None,Yes,3.69,No,Yes,Cable,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes
8590-YFFQO,Q3,Yes,1,70,Offer A,Yes,1.63,No,Yes,DSL,41,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No
8659-IOOPU,Q3,Yes,4,71,Offer A,Yes,32.16,Yes,Yes,Fiber Optic,59,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No
1338-CECEE,Q3,Yes,4,41,None,Yes,13.58,Yes,Yes,DSL,51,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No
7439-DKZTW,Q3,No,0,1,None,Yes,5.93,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes
4646-QZXTF,Q3,Yes,4,7,None,Yes,12.16,No,Yes,DSL,9,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No
9742-XOKTS,Q3,Yes,10,67,Offer A,Yes,18.29,Yes,Yes,Fiber Optic,11,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No
6921-OZMFH,Q3,Yes,3,5,None,Yes,18.97,Yes,Yes,Cable,12,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes
9578-FOMUK,Q3,No,0,15,None,Yes,32.54,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes
4712-UYOOI,Q3,Yes,4,20,None,Yes,38.6,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
7722-CVFXN,Q3,Yes,9,54,None,Yes,7.25,Yes,Yes,Fiber Optic,57,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes
8717-VCTXJ,Q3,No,0,42,None,Yes,48.41,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes
7363-QTBIW,Q3,Yes,3,9,None,Yes,6.78,No,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes
4159-NAAIX,Q3,No,0,63,None,Yes,37.76,Yes,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No
0971-QIFJK,Q3,Yes,10,69,Offer A,Yes,39.78,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
9397-TZSHA,Q3,No,0,69,Offer A,Yes,36.5,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
3391-JSQEW,Q3,Yes,7,40,None,Yes,24.3,No,Yes,DSL,28,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes
0343-QLUZP,Q3,No,0,60,Offer B,No,0,No,Yes,DSL,25,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No
3312-UUMZW,Q3,Yes,3,32,None,Yes,47.89,Yes,Yes,Fiber Optic,9,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes
1271-UODNO,Q3,No,0,39,None,Yes,5.4,Yes,Yes,DSL,16,No,No,No,Yes,No,No,No,Yes,Two Year,Yes
8461-EFQYM,Q3,No,0,38,None,Yes,46.18,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes
6900-RBKER,Q3,No,0,52,Offer B,Yes,15.1,Yes,Yes,Fiber Optic,17,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes
6891-JPYFF,Q3,Yes,1,48,Offer B,Yes,30.41,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes
1459-QNFQT,Q3,Yes,7,70,Offer A,No,0,No,Yes,DSL,30,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No
1047-NNCBF,Q3,No,0,20,None,Yes,3.8,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,No,Month-to-Month,No
